# title,"Budgeting Summary (lut=0.575ns/net=0.403ns)"
"Group","Slack","Requirement","Skew","Uncertainty","Datapath Delay","Datapath Logic Delay","Datapath Net Delay","Logic Levels","Adj Levels","Net Budget","Lut Budget","Net Adj Slack","Lut Adj Slack","Path","Info"
"ap_clk","-3.306","3.300","-0.049","0.035","4.821","1.972","2.849","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[26]}"
"ap_clk","-3.304","3.300","-0.049","0.035","4.819","2.313","2.506","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[21]}"
"ap_clk","-3.302","3.300","-0.049","0.035","4.817","2.313","2.504","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[20]}"
"ap_clk","-3.296","3.300","-0.049","0.035","4.811","2.313","2.498","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[11]}"
"ap_clk","-3.295","3.300","-0.049","0.035","4.810","2.313","2.497","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[27]}"
"ap_clk","-3.288","3.300","-0.049","0.035","4.803","2.313","2.490","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[6]}"
"ap_clk","-3.285","3.300","-0.049","0.035","4.800","1.972","2.828","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[14]}"
"ap_clk","-3.276","3.300","-0.049","0.035","4.791","1.972","2.819","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[13]}"
"ap_clk","-3.266","3.300","-0.049","0.035","4.781","2.313","2.468","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[22]}"
"ap_clk","-3.256","3.300","-0.049","0.035","4.771","2.313","2.458","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[15]}"
"ap_clk","-3.251","3.300","-0.049","0.035","4.766","2.313","2.453","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[24]}"
"ap_clk","-3.244","3.300","-0.049","0.035","4.759","1.972","2.787","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[8]}"
"ap_clk","-3.239","3.300","-0.049","0.035","4.754","1.972","2.782","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[18]}"
"ap_clk","-3.235","3.300","-0.049","0.035","4.750","2.313","2.437","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT5(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[3]}"
"ap_clk","-3.189","3.300","-0.049","0.035","4.704","2.313","2.391","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT5(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[1]}"
"ap_clk","-3.185","3.300","-0.049","0.035","4.700","1.972","2.728","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[28]}"
"ap_clk","-3.139","3.300","-0.049","0.035","4.654","2.313","2.341","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[7]}"
"ap_clk","-3.136","3.300","-0.049","0.035","4.651","1.972","2.679","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[17]}"
"ap_clk","-3.129","3.300","-0.049","0.035","4.644","2.313","2.331","9","5","2 (*)","5","-2.813","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(1) LUT5(97) LUT5(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[0]}"
"ap_clk","-3.070","3.300","-0.049","0.035","4.585","1.743","2.842","5","5","3 (*)","5","-2.243","-1.360","FDRE(2) LUT2(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[16]}"
"ap_clk","-2.956","3.300","-0.049","0.035","4.471","1.972","2.499","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[10]}"
"ap_clk","-2.941","3.300","-0.049","0.035","4.456","1.972","2.484","7","5","3 (*)","5","-2.472","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(3) LUT5(87) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[9]}"
"ap_clk","-1.944","3.300","-0.049","0.035","4.955","2.080","2.875","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[1]/CE}"
"ap_clk","-1.944","3.300","-0.049","0.035","4.955","2.080","2.875","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[2]/CE}"
"ap_clk","-1.944","3.300","-0.049","0.035","4.955","2.080","2.875","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[3]/CE}"
"ap_clk","-1.944","3.300","-0.049","0.035","4.955","2.080","2.875","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[4]/CE}"
"ap_clk","-1.944","3.300","-0.049","0.035","4.955","2.080","2.875","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[8]/CE}"
"ap_clk","-1.916","3.300","-0.049","0.035","4.927","2.080","2.847","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[10]/CE}"
"ap_clk","-1.916","3.300","-0.049","0.035","4.927","2.080","2.847","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[13]/CE}"
"ap_clk","-1.916","3.300","-0.049","0.035","4.927","2.080","2.847","7","4","2 (*)","5","-0.681","0.711","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[14]/CE}"
"ap_clk","-1.888","3.300","-0.049","0.035","4.935","2.080","2.855","7","4","2 (*)","5","-0.645","0.747","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[0]/CE}"
"ap_clk","-1.888","3.300","-0.049","0.035","4.935","2.080","2.855","7","4","2 (*)","5","-0.645","0.747","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[19]/CE}"
"ap_clk","-1.888","3.300","-0.049","0.035","4.935","2.080","2.855","7","4","2 (*)","5","-0.645","0.747","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) CARRY4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[20]/CE}"
