# title,"Budgeting Summary (lut=0.575ns/net=0.403ns)"
"Group","Slack","Requirement","Skew","Uncertainty","Datapath Delay","Datapath Logic Delay","Datapath Net Delay","Logic Levels","Adj Levels","Net Budget","Lut Budget","Net Adj Slack","Lut Adj Slack","Path","Info"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[19]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[20]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[21]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[22]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[23]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[24]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[25]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[26]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[27]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[28]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[29]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[30]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[31]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[4]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[5]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[6]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[7]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[8]}"
"ap_clk","-3.782","3.300","-0.049","0.035","5.297","2.238","3.059","7","5","2 (*)","5","-2.738","-1.360","FDRE(2) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(88) LUT6(1) DSP48E1","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_32ns_32ns_1_2_1_U4/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/cnt_1_fu_58_reg/C[9]}"
"ap_clk","-2.484","3.300","-0.049","0.035","5.176","1.309","3.867","5","6","4 (*)","5 (*)","-1.035","-0.758","FDRE(6) LUT3(1) LUT6(1) LUT6(1) LUT6(9) LUT5(5) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/R}"
"ap_clk","-2.484","3.300","-0.049","0.035","5.176","1.309","3.867","5","6","4 (*)","5 (*)","-1.035","-0.758","FDRE(6) LUT3(1) LUT6(1) LUT6(1) LUT6(9) LUT5(5) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[1]/R}"
"ap_clk","-2.484","3.300","-0.049","0.035","5.176","1.309","3.867","5","6","4 (*)","5 (*)","-1.035","-0.758","FDRE(6) LUT3(1) LUT6(1) LUT6(1) LUT6(9) LUT5(5) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[2]/R}"
"ap_clk","-2.484","3.300","-0.049","0.035","5.176","1.309","3.867","5","6","4 (*)","5 (*)","-1.035","-0.758","FDRE(6) LUT3(1) LUT6(1) LUT6(1) LUT6(9) LUT5(5) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[3]/R}"
"ap_clk","-2.484","3.300","-0.049","0.035","5.176","1.309","3.867","5","6","4 (*)","5 (*)","-1.035","-0.758","FDRE(6) LUT3(1) LUT6(1) LUT6(1) LUT6(9) LUT5(5) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[0]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_61_3_fu_99/i_2_fu_62_reg[4]/R}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[0]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[10]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[11]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[12]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[13]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[14]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[15]/CE}"
"ap_clk","-2.059","3.300","-0.049","0.035","5.106","2.354","2.752","7","5","2 (*)","5","-1.322","0.172","FDRE(4) LUT2(1) CARRY4(1) CARRY4(1) CARRY4(1) LUT4(2) LUT5(6) LUT6(31) FDRE","{bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/icmp_31ns_31ns_1_2_1_U1/base/ain_s1_reg[1]/C --> bd_0_i/hls_inst/inst/grp_dut_Pipeline_VITIS_LOOP_51_1_VITIS_LOOP_52_2_fu_84/indvar_flatten_fu_70_reg[16]/CE}"
